,Date,Open,High,Low,Close
0,2013-01-01 12:00:00,1.62426,1.62569,1.62245,1.62513
1,2013-01-02 00:00:00,1.62517,1.6380599999999998,1.62388,1.62955
2,2013-01-02 12:00:00,1.6296300000000001,1.63143,1.62248,1.62519
3,2013-01-03 00:00:00,1.6251799999999998,1.6252900000000001,1.61706,1.61726
4,2013-01-03 12:00:00,1.61728,1.61894,1.60572,1.60825
5,2013-01-04 00:00:00,1.60822,1.60985,1.60215,1.60215
6,2013-01-04 12:00:00,1.60214,1.60805,1.60099,1.60678
7,2013-01-07 00:00:00,1.6077,1.60782,1.60205,1.60591
8,2013-01-07 12:00:00,1.6059,1.6127500000000001,1.6052499999999998,1.61266
9,2013-01-08 00:00:00,1.61265,1.61266,1.6075599999999999,1.60861
10,2013-01-08 12:00:00,1.6086200000000002,1.61082,1.60285,1.6058
11,2013-01-09 00:00:00,1.6057700000000001,1.60745,1.60365,1.60585
12,2013-01-09 12:00:00,1.6058400000000002,1.60585,1.59925,1.60164
13,2013-01-10 00:00:00,1.60163,1.6055899999999999,1.60038,1.60476
14,2013-01-10 12:00:00,1.6047500000000001,1.61761,1.6035,1.61625
15,2013-01-11 00:00:00,1.61629,1.61656,1.61077,1.61165
16,2013-01-11 12:00:00,1.61171,1.61699,1.60888,1.6127099999999999
17,2013-01-14 00:00:00,1.61277,1.6154199999999999,1.6107200000000002,1.61101
18,2013-01-14 12:00:00,1.61102,1.61104,1.60316,1.60725
19,2013-01-15 00:00:00,1.6072199999999999,1.60941,1.6056,1.6058599999999998
20,2013-01-15 12:00:00,1.60581,1.61001,1.60323,1.6059700000000001
21,2013-01-16 00:00:00,1.60598,1.608,1.60032,1.6046
22,2013-01-16 12:00:00,1.60456,1.6053199999999999,1.59752,1.59975
23,2013-01-17 00:00:00,1.59977,1.6026099999999999,1.59798,1.6019999999999999
24,2013-01-17 12:00:00,1.60198,1.60388,1.5954899999999999,1.59965
25,2013-01-18 00:00:00,1.59964,1.5997599999999998,1.59232,1.5935700000000002
26,2013-01-18 12:00:00,1.59356,1.59493,1.5854,1.5866
27,2013-01-21 00:00:00,1.58528,1.5893199999999998,1.5848,1.58765
28,2013-01-21 12:00:00,1.58765,1.58875,1.58057,1.5834899999999998
29,2013-01-22 00:00:00,1.5835,1.58632,1.5809199999999999,1.58461
30,2013-01-22 12:00:00,1.5846200000000001,1.5883,1.58183,1.5837400000000001
31,2013-01-23 00:00:00,1.5837400000000001,1.5883500000000002,1.5801500000000002,1.58631
32,2013-01-23 12:00:00,1.5863,1.5891600000000001,1.5829499999999999,1.5829900000000001
33,2013-01-24 00:00:00,1.58298,1.58506,1.58129,1.58382
34,2013-01-24 12:00:00,1.5838100000000002,1.58403,1.57557,1.57894
35,2013-01-25 00:00:00,1.57897,1.58206,1.57453,1.57741
36,2013-01-25 12:00:00,1.57738,1.5826500000000001,1.57627,1.57955
37,2013-01-28 00:00:00,1.5777700000000001,1.5785200000000001,1.57146,1.5724399999999998
38,2013-01-28 12:00:00,1.5724399999999998,1.57431,1.56742,1.56901
39,2013-01-29 00:00:00,1.56898,1.5726,1.5689600000000001,1.5718
40,2013-01-29 12:00:00,1.57176,1.57732,1.57108,1.57568
41,2013-01-30 00:00:00,1.57568,1.57744,1.57257,1.57704
42,2013-01-30 12:00:00,1.5770499999999998,1.58151,1.5758100000000002,1.57945
43,2013-01-31 00:00:00,1.57946,1.5841699999999999,1.57876,1.57931
44,2013-01-31 12:00:00,1.57934,1.58748,1.57745,1.58587
45,2013-02-01 00:00:00,1.58588,1.58782,1.5807600000000002,1.5827900000000001
