,GBPUSD,GBPJPY,desviopadrao,coeficiente,intercept_,nivel_confianca,dick_fuller
249,1.27362,136.014,1.5593838631260029,128.81872312677726,-26.136794401261767,99.99999985192169,-6.022689294836227
